EMVStrategy_5_10_26,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:05:00+00:00,ETHUSDT,LONG,1,ARCA,481.18,0.013
2018-07-25 00:22:00+00:00,ETHUSDT,SHORT,1,ARCA,484.5,0.013
2018-07-25 00:49:00+00:00,ETHUSDT,LONG,1,ARCA,480.46,0.013
2018-07-25 00:57:00+00:00,ETHUSDT,SHORT,1,ARCA,479.82,0.013
2018-07-25 01:07:00+00:00,ETHUSDT,LONG,1,ARCA,479.26,0.013
2018-07-25 01:29:00+00:00,ETHUSDT,SHORT,1,ARCA,480.51,0.013
2018-07-25 01:50:00+00:00,ETHUSDT,LONG,1,ARCA,481.36,0.013
2018-07-25 02:05:00+00:00,ETHUSDT,SHORT,1,ARCA,481.76,0.013
2018-07-25 02:29:00+00:00,ETHUSDT,LONG,1,ARCA,478.56,0.013
2018-07-25 02:44:00+00:00,ETHUSDT,SHORT,1,ARCA,478.0,0.013
2018-07-25 03:18:00+00:00,ETHUSDT,LONG,1,ARCA,476.11,0.013
2018-07-25 03:56:00+00:00,ETHUSDT,SHORT,1,ARCA,478.79,0.013
2018-07-25 04:18:00+00:00,ETHUSDT,LONG,1,ARCA,479.16,0.013
